sender_email,sender_name,recipient_email,recipient_name,date_sent,subject
,,,,03 Jul 2007,FROM DR. PAUL A . SULE
,,,,4 Jul 2007,FROM:MR JOHN ALISON.
,,,,5 Jul 2007,I Feel Great For Investment In Your Country
,,,,5 Jul 2007,MY PROPOSITION:
,,,,6 Jul 2007,Mr. Paul Baloyi.
,,,,6 Jul 2007,Mr. Paul Baloyi.
,,,,,Bonjour
,,,,6 Jul 2007,"DEAR FRIEND,"
,,,,6 Jul 2007,"DEAR FRIEND,"
,,,,7 Jul 2007,URGENT BUSINESS INVITATION
,,,,9 Jul 2007,From Fred
,,,,9 Jul 2007,REPLY ME.
,,,,9 Jul 2007,VERY VERY IMPORTANT
,,,,10 Jul 2007,How Are You Doing Today?
,,,,10 Jul 2007,*********ADD MORE TO YOUR INCOME WITH EASE************* 
,,,,11 Jul 2007,PAYMENT UPDATE
,,,,11 Jul 2007,Dear Partner
,,,,11 Jul 2007,How Are You Doing Today?
,,,,11 Jul 2007,"From Mrs Theresa Coleman,"
,,,,,BUSINESS INVESTMENT/PARTNERSHIP PROPOSAL
,,,,12 Jul 2007,Partnership Proposal!!!
,,,,12 Jul 2007,FROM MR.MAZURI MARTINS
,,,,13 Jul 2007,WAITING
,,,,13 Jul 2007,"Salutation,"
,,,,13 Jul 2007,"Salutation,"
,,,,13 Jul 2007,CONFIDENTIAL PROPOSAL
,,,,13 Jul 2007,YOUR RESPONSE IS URGENTLY NEEDED.
,,,,13 Jul 2007,Internal Revenue Service - Tax Refund
,,,,,From Rose Kouakou
,,,,,Please Reply Immediately From Mr Clarke.
,,,,16 Jul 2007,Await Your Position
,,,,16 Jul 2007,Await Your Position
,,,,17 Jul 2007,VERY URGENT AND EMERGENCY RESPONSE........
,,,,17 Jul 2007,HELLO DEAR FRIEND
,,,,,Urgent.
,,,,18 Jul 2007,Your kind attention needed. 
,,,,19 Jul 2007,"Salutation,"
,,,,19 Jul 2007,Dear Friend  
,,,,18 Jul 2007,GET BACK TO ME
,,,,,ATTN:Investors Partnership From Mr.Tim
,,,,19 Jul 2007,YOUR OUTSTANDING PAYMENT.
,,,,20 Jul 2007,Personal Offer.
,,,,,FROM MR. MARTINS AKIM
,,,,22 Jul 2007,For your kind attention
,,,,22 Jul 2007,For your kind attention
,,,,22 Jul 2007,MUTUAL PARTNERSHIP.
,,,,,From:Evangelist Lindy Mike(Widow).
,,,,,A  VOTRE  ATTENTION 
,,,,24 Jul 2007,Edward Moore & Associates
,,,,24 Jul 2007,Edward Moore & Associates
,,,,24 Jul 2007,"FROM THE DESK OF BJSRI BUDAK, "
,,,,24 Jul 2007,urgent transaction.
,,,,24 Jul 2007,Mr.Gary William
,,,,,A  VOTRE  ATTENTION 
,,,,26 Jul 2007,REPLY ME.From Robin Shephard
,,,,26 Jul 2007,Greetings!
,,,,27 Jul 2007,Request to do business with you
,,,,27 Jul 2007,=?windows-1256?Q?I_AM_WAITING_TO_RECEIVE_YOUR_MAIL=FD?=
,,,,,=?iso-8859-1?Q?CONTACT=20THE=20DELIVERY=20COMPANY=20FOR=20YOURFUNDS?=
,,,,27 Jul 2007,MOI CHER.
,,,,27 Jul 2007,Proposal.
,,,,28 Jul 2005,From Mrs Farah al-hashemi.
,,,,28 Jul 2005,From Mrs Farah al-hashemi.
,,,,29 Jul 2007,FAVOUR
,,,,28 Jul 2007,CONFIDENTIAL PROPOSAL FROM
,,,,5 Aug 2007,"From Mike Kone To You,"
,,,,5 Aug 2007,GOOD DAY
,,,,04 Aug 2007,RECEIVE YOUR CONTRACT PAYMENT
,,,,30 Jul 2007,FROM JOHN ABOH
,,,,,A CRY FOR YOUR HELP .
,,,,04 Aug 2007,YOUR CONTRACT / INHERITANCE CLAIM.
,,,,04 Aug 2007,YOUR CONTRACT / INHERITANCE CLAIM.
,,,,31 Jul 2007,DEAR FRIEND
,,,,31 Jul 2007,RE BANKING BUSINESS
,,,,4 Aug 2007,TRUST 
,,,,,Transfer of Title Hsbc Bank
,,,,2 Aug 2007,Trusted Beneficiary Needed by Manager Lenard Gilder
,,,,,PERSONAL TRUST.
,,,,,I NEED YOUR URGENT ASSISTANCE
,,,,2 Aug 2007,TRANSFER NEGOTIATION!!
,,,,,FROM MISS ALIMA KAMOKAI
,,,,,MY GOOD WILL.
,,,,7 Aug 2007,MY FIRST OPPORTUNITY
,,,,7 Aug 2007,AWAITING  FOR  YOUR  RESPONSE
,,,,,Yahoo! Address Book Contacts (mrsrose_mkama_200)
,,,,,CONFIRM SHIPMENT OF DUE PAYMENT
,,,,,CONFIRM SHIPMENT OF DUE PAYMENT
,,,,,CONFIRM SHIPMENT OF DUE PAYMENT
,,,,8 Aug 2007,"Bonjour, "
,,,,9 Aug 2007,=?ISO-8859-1?Q?BOA=AE?= Information Is Outdated.
,,,,,GOOD DAY
,,,,,RE:CHANGE OF ACCOUNT PARTICULARS ON YOUR BENEFICIARY FILE
,,,,,Greetings!
,,,,,IMPORTANT URGENT REQUEST
,,,,,URGENT ATTENTION!!!
,,,,,URGENT ATTENTION!!!
,,,,10 Aug 2007,I AM WAITING FOR YOUR URGENT REPLY.
,,,,10 Aug 2007,YOUR URGENT RESPONSE IS HIGHLY NEEDED!!
,,,,10 Aug 2007,From:Mrs Farah al-Hashemi :I will appreciate your reply
,,,,10 Aug 2007,urgent and confidential.
,,,,11 Aug 2007,From Susan and Williams/Appeal for Assistance.
,,,,11 Aug 2007,CONFIDENTIAL URGENT PROPOSAL.  
,,,,13 Aug 2007,Sir/Madam
,,,,14 Aug 2007,From:Mrs Farah al-Hashemi :I will appreciate your reply
,,,,15 Aug 2007,private mail
,,,,15 Aug 2007,private mail
,,,,15 Aug 2007,DEAR GOOD FRIEND PLEASE REPLY BACK
,,,,16 Aug 2007,GOOD  NEWS
,,,,16 Aug 2007,confidentiel
,,,,17 Aug 2007,"Dear,"
,,,,18 Aug 2007,URGENT CALL FROM MR ADAMS KABORA
,,,,18 Aug 2007,URGENT CALL FROM MR ADAMS KABORA
,,,,18 Aug 2007,HELLO
,,,,,GOOD DAY.
,,,,18 Aug 2007,GOOD MORNING AND HAPPY TO MEET YOUR EMAIL PROFILE AND NEED YOUR HELP
,,,,19 Aug 2007,CONTACT THEM NOW
,,,,20 Aug 2007,Job Opportunity (work while at home)
,,,,,DEAREST ONE IN THE LORD  
,,,,,Do not hestitate to Read
,,,,22 Aug 2007,REQUEST FOR YOUR URGENT ASSISTANCE
,,,,,MES FELICITATIONS...
,,,,22 Aug 2007,"Read Carefully Please, Company Agent Needed"
,,,,23 Aug 2007,Partnership Proposal!!!
,,,,23 Aug 2007,MISS FELISSA JENNY HARRISON
,,,,27 Aug 2007,ATTN:DID YOU GET MY E-MAIL?
,,,,27 Aug 2007,JOB OFFER!!!
,,,,27 Aug 2007,JOB OFFER!!!
,,,,25 Aug 2007,"Attn Please,"
,,,,26 Aug 2007,URGENT BUSINESS RESPONSE
,,,,,From:Miss Grace Onuoha
,,,,26 Aug 2007,INHERITANCE
,,,,,FROM CHARLES ANTHONY
,,,,,INVESTMENT...
,,,,28 Aug 2007,!WORK WITH ME URGENT!
,,,,29 Aug 2007,MR. KENNETH MASHABA
,,,,29 Aug 2007,PROPOSITION
,,,,29 Aug 2007,"Urgent Attention "" Now"""
,,,,29 Aug 2007,PROPOSITION
,,,,29 Aug 2007,FROM MRS   ANNAH  KURGA
,,,,29 Aug 2007,URGENT RESPONSE NEEDED
,,,,30 Aug 2007,BE OUR AGENT
,,,,31 Aug 2007,PLEASE CONTACT ME SOON
,,,,31 Aug 2007,THE FORMAT
,,,,,FROM  JAMES  BONGANI
,,,,3 Sep 2007,PLEASE REPLY URGENTLY
,,,,06 Sep 2007,HELLO 
,,,,,HOW WOULD YOU USE MY FUND TO HELP THE LESS PRIVILEDGED
,,,,06 Sep 2007,"CASTLE LAW CHAMBERS (urgent reply, can i trust you?)  "
,,,,07 Sep 2007,CAN YOU WORK WITH  ME ON BEHALF OF MY FATHER?.
,,,,07 Sep 2007,PRIVATE MESSAGE
,,,,7 Sep 2007,URGENT BUSINESS PROPOSAL
,,,,8 Sep 2007,ASSALAM-U-ALAIKUM REPLY URGENT
,,,,8 Sep 2007,REPLY
,,,,10 Sep 2007,CONSINDER MY URGENT REQUEST. 
,,,,12 Sep 2007,Attention please
,,,,12 Sep 2007,FROM MR HENRY ALLEN
,,,,13 Sep 2007,eMAIL From John Davids
,,,,13 Sep 2007,eMAIL From John Davids
,,,,14 Sep 2007,My Beloved In Christ.
,,,,15 Sep 2007,"14TH SEPT., 2007"
,,,,16 Sep 2007,Dr. Jackson Gaius-Obaseki
,,,,,=?iso-8859-1?Q?CONTACT=20GLOBAL=20MAX=20SHIPING=20COMPANY?=
,,,,17 Sep 2007,TREAT AS URGENT.
,,,,18 Sep 2007,From Dr Usman Ibrahim / Mr Wahid Yoffe property.
,,,,19 Sep 2007,My Beloved In Christ.  
,,,,19 Sep 2007,ATTENTION
